id,kfold,sentiment,rf_lsa_pred
26277,2,1,0.62
26278,2,0,0.315
26279,2,0,0.51
26280,2,1,0.82
26281,2,1,0.515
26282,2,1,0.14
26283,2,0,0.24
26284,2,1,0.75
26285,2,1,0.825
26286,2,1,0.62
26287,2,0,0.335
26288,2,1,0.575
26289,2,0,0.295
26290,2,1,0.715
26291,2,1,0.525
26292,2,1,0.685
26293,2,1,0.71
26294,2,0,0.48
26295,2,0,0.26
26296,2,0,0.38
26297,2,1,0.545
26298,2,0,0.365
26299,2,0,0.34
26300,2,0,0.65
26301,2,0,0.095
26302,2,1,0.59
26303,2,0,0.445
26304,2,0,0.42
26305,2,0,0.685
26306,2,1,0.63
26307,2,1,0.65
26308,2,0,0.445
26309,2,1,0.4
26310,2,1,0.755
26311,2,1,0.67
26312,2,1,0.255
26313,2,1,0.6
26314,2,0,0.545
26315,2,1,0.48
26316,2,0,0.225
26317,2,1,0.615
26318,2,0,0.335
26319,2,1,0.48
26320,2,0,0.23
26321,2,0,0.22
26322,2,0,0.77
26323,2,0,0.44
26324,2,0,0.21
26325,2,0,0.225
26326,2,1,0.74
26327,2,1,0.75
26328,2,0,0.285
26329,2,1,0.73
26330,2,1,0.685
26331,2,1,0.61
26332,2,0,0.25
26333,2,1,0.44
26334,2,0,0.415
26335,2,0,0.29
26336,2,0,0.285
26337,2,0,0.25
26338,2,0,0.16
26339,2,1,0.755
26340,2,1,0.74
26341,2,0,0.49
26342,2,1,0.425
26343,2,0,0.285
26344,2,1,0.545
26345,2,0,0.525
26346,2,1,0.715
26347,2,0,0.46
26348,2,0,0.41
26349,2,1,0.64
26350,2,0,0.26
26351,2,1,0.875
26352,2,0,0.305
26353,2,1,0.725
26354,2,1,0.7
26355,2,0,0.415
26356,2,1,0.53
26357,2,0,0.215
26358,2,0,0.285
26359,2,1,0.715
26360,2,1,0.55
26361,2,0,0.44
26362,2,0,0.2
26363,2,1,0.78
26364,2,1,0.575
26365,2,0,0.28
26366,2,1,0.82
26367,2,0,0.23
26368,2,1,0.505
26369,2,1,0.725
26370,2,1,0.565
26371,2,0,0.655
26372,2,1,0.885
26373,2,1,0.555
26374,2,1,0.6
26375,2,0,0.445
26376,2,1,0.815
26377,2,1,0.79
26378,2,0,0.33
26379,2,0,0.455
26380,2,0,0.285
26381,2,0,0.165
26382,2,1,0.695
26383,2,1,0.615
26384,2,0,0.48
26385,2,0,0.445
26386,2,0,0.21
26387,2,1,0.51
26388,2,0,0.41
26389,2,0,0.29
26390,2,1,0.415
26391,2,0,0.245
26392,2,1,0.285
26393,2,1,0.54
26394,2,1,0.62
26395,2,1,0.695
26396,2,1,0.735
26397,2,1,0.65
26398,2,1,0.795
26399,2,0,0.23
26400,2,0,0.525
26401,2,1,0.605
26402,2,1,0.64
26403,2,0,0.415
26404,2,0,0.375
26405,2,1,0.635
26406,2,1,0.545
26407,2,1,0.745
26408,2,0,0.62
26409,2,1,0.58
26410,2,0,0.64
26411,2,1,0.71
26412,2,1,0.48
26413,2,0,0.785
26414,2,0,0.5
26415,2,0,0.555
26416,2,1,0.545
26417,2,1,0.535
26418,2,0,0.39
26419,2,1,0.635
26420,2,1,0.525
26421,2,0,0.335
26422,2,1,0.425
26423,2,1,0.755
26424,2,1,0.8
26425,2,0,0.735
26426,2,0,0.435
26427,2,0,0.6
26428,2,0,0.285
26429,2,0,0.385
26430,2,1,0.775
26431,2,1,0.835
26432,2,0,0.43
26433,2,1,0.66
26434,2,1,0.61
26435,2,0,0.145
26436,2,1,0.365
26437,2,1,0.8
26438,2,0,0.185
26439,2,0,0.405
26440,2,0,0.29
26441,2,1,0.69
26442,2,0,0.335
26443,2,1,0.435
26444,2,1,0.565
26445,2,1,0.475
26446,2,1,0.625
26447,2,0,0.41
26448,2,0,0.485
26449,2,1,0.535
26450,2,1,0.65
26451,2,1,0.6
26452,2,0,0.41
26453,2,1,0.77
26454,2,1,0.47
26455,2,0,0.445
26456,2,1,0.785
26457,2,1,0.665
26458,2,1,0.655
26459,2,1,0.72
26460,2,0,0.335
26461,2,0,0.46
26462,2,0,0.185
26463,2,0,0.075
26464,2,1,0.74
26465,2,0,0.675
26466,2,0,0.42
26467,2,0,0.215
26468,2,0,0.33
26469,2,1,0.515
26470,2,1,0.48
26471,2,0,0.49
26472,2,0,0.26
26473,2,1,0.69
26474,2,1,0.72
26475,2,1,0.525
26476,2,0,0.39
26477,2,0,0.09
26478,2,0,0.39
26479,2,0,0.34
26480,2,1,0.6
26481,2,0,0.4
26482,2,1,0.585
26483,2,1,0.84
26484,2,1,0.36
26485,2,1,0.445
26486,2,0,0.33
26487,2,1,0.58
26488,2,0,0.165
26489,2,0,0.25
26490,2,0,0.5
26491,2,0,0.19
26492,2,0,0.465
26493,2,1,0.66
26494,2,1,0.715
26495,2,1,0.825
26496,2,0,0.52
26497,2,1,0.635
26498,2,0,0.18
26499,2,0,0.3
26500,2,1,0.74
26501,2,0,0.385
26502,2,1,0.66
26503,2,1,0.525
26504,2,1,0.745
26505,2,1,0.515
26506,2,1,0.485
26507,2,1,0.46
26508,2,1,0.695
26509,2,0,0.57
26510,2,1,0.63
26511,2,0,0.19
26512,2,0,0.16
26513,2,0,0.135
26514,2,0,0.125
26515,2,0,0.21
26516,2,0,0.175
26517,2,1,0.62
26518,2,0,0.195
26519,2,1,0.615
26520,2,0,0.235
26521,2,0,0.13
26522,2,1,0.61
26523,2,0,0.43
26524,2,0,0.355
26525,2,1,0.48
26526,2,0,0.275
26527,2,1,0.4
26528,2,1,0.74
26529,2,0,0.205
26530,2,1,0.675
26531,2,1,0.465
26532,2,0,0.35
26533,2,0,0.34
26534,2,0,0.43
26535,2,0,0.23
26536,2,0,0.24
26537,2,1,0.615
26538,2,0,0.38
26539,2,0,0.455
26540,2,0,0.415
26541,2,1,0.685
26542,2,1,0.51
26543,2,1,0.73
26544,2,1,0.74
26545,2,0,0.76
26546,2,0,0.325
26547,2,1,0.595
26548,2,1,0.66
26549,2,0,0.255
26550,2,1,0.505
26551,2,1,0.745
26552,2,1,0.73
26553,2,1,0.895
26554,2,1,0.73
26555,2,1,0.805
26556,2,0,0.425
26557,2,0,0.445
26558,2,0,0.15
26559,2,1,0.835
26560,2,1,0.9
26561,2,0,0.56
26562,2,0,0.405
26563,2,1,0.74
26564,2,1,0.49
26565,2,0,0.3
26566,2,0,0.24
26567,2,1,0.655
26568,2,0,0.29
26569,2,0,0.135
26570,2,0,0.325
26571,2,0,0.405
26572,2,1,0.775
26573,2,0,0.295
26574,2,0,0.425
26575,2,1,0.7
26576,2,1,0.565
26577,2,0,0.345
26578,2,0,0.155
26579,2,0,0.515
26580,2,0,0.29
26581,2,1,0.585
26582,2,0,0.505
26583,2,0,0.445
26584,2,0,0.04
26585,2,1,0.495
26586,2,1,0.58
26587,2,1,0.455
26588,2,1,0.65
26589,2,1,0.77
26590,2,0,0.27
26591,2,0,0.35
26592,2,1,0.79
26593,2,1,0.675
26594,2,1,0.565
26595,2,0,0.265
26596,2,1,0.64
26597,2,0,0.33
26598,2,0,0.21
26599,2,1,0.57
26600,2,1,0.57
26601,2,0,0.42
26602,2,0,0.54
26603,2,0,0.34
26604,2,0,0.22
26605,2,1,0.495
26606,2,0,0.475
26607,2,1,0.48
26608,2,0,0.565
26609,2,1,0.695
26610,2,0,0.255
26611,2,0,0.28
26612,2,1,0.825
26613,2,0,0.17
26614,2,0,0.165
26615,2,0,0.35
26616,2,0,0.36
26617,2,1,0.715
26618,2,0,0.435
26619,2,1,0.855
26620,2,1,0.77
26621,2,0,0.13
26622,2,1,0.53
26623,2,0,0.25
26624,2,0,0.545
26625,2,0,0.35
26626,2,0,0.425
26627,2,1,0.725
26628,2,0,0.335
26629,2,1,0.625
26630,2,0,0.695
26631,2,0,0.19
26632,2,0,0.555
26633,2,0,0.12
26634,2,1,0.66
26635,2,1,0.26
26636,2,1,0.505
26637,2,1,0.85
26638,2,0,0.455
26639,2,0,0.35
26640,2,1,0.81
26641,2,0,0.305
26642,2,1,0.715
26643,2,0,0.35
26644,2,1,0.62
26645,2,1,0.8
26646,2,0,0.135
26647,2,1,0.7
26648,2,0,0.47
26649,2,1,0.39
26650,2,1,0.64
26651,2,1,0.71
26652,2,1,0.665
26653,2,1,0.57
26654,2,1,0.605
26655,2,0,0.55
26656,2,1,0.555
26657,2,1,0.635
26658,2,1,0.8
26659,2,1,0.6
26660,2,1,0.55
26661,2,0,0.46
26662,2,0,0.59
26663,2,1,0.71
26664,2,0,0.225
26665,2,1,0.575
26666,2,1,0.635
26667,2,0,0.12
26668,2,1,0.68
26669,2,0,0.475
26670,2,0,0.5
26671,2,1,0.86
26672,2,0,0.4
26673,2,0,0.715
26674,2,1,0.51
26675,2,0,0.735
26676,2,0,0.49
26677,2,0,0.32
26678,2,0,0.335
26679,2,0,0.375
26680,2,0,0.46
26681,2,1,0.64
26682,2,1,0.765
26683,2,1,0.61
26684,2,0,0.435
26685,2,0,0.26
26686,2,1,0.735
26687,2,0,0.49
26688,2,1,0.725
26689,2,1,0.475
26690,2,0,0.16
26691,2,0,0.19
26692,2,1,0.825
26693,2,0,0.265
26694,2,0,0.2
26695,2,0,0.68
26696,2,0,0.35
26697,2,1,0.665
26698,2,1,0.535
26699,2,1,0.665
26700,2,0,0.255
26701,2,1,0.5
26702,2,1,0.375
26703,2,1,0.8
26704,2,0,0.53
26705,2,0,0.445
26706,2,1,0.285
26707,2,1,0.71
26708,2,0,0.2
26709,2,1,0.845
26710,2,0,0.38
26711,2,0,0.415
26712,2,0,0.09
26713,2,0,0.33
26714,2,0,0.355
26715,2,0,0.485
26716,2,0,0.32
26717,2,0,0.48
26718,2,0,0.395
26719,2,0,0.51
26720,2,1,0.645
26721,2,0,0.44
26722,2,1,0.38
26723,2,1,0.705
26724,2,1,0.555
26725,2,0,0.28
26726,2,0,0.12
26727,2,1,0.595
26728,2,0,0.485
26729,2,1,0.72
26730,2,1,0.425
26731,2,0,0.315
26732,2,0,0.385
26733,2,1,0.52
26734,2,1,0.695
26735,2,0,0.15
26736,2,1,0.71
26737,2,1,0.335
26738,2,1,0.525
26739,2,0,0.285
26740,2,1,0.69
26741,2,0,0.31
26742,2,0,0.24
26743,2,1,0.85
26744,2,0,0.245
26745,2,0,0.235
26746,2,0,0.44
26747,2,1,0.815
26748,2,1,0.795
26749,2,1,0.555
26750,2,0,0.37
26751,2,1,0.495
26752,2,0,0.505
26753,2,0,0.555
26754,2,1,0.64
26755,2,1,0.7
26756,2,0,0.415
26757,2,0,0.19
26758,2,1,0.615
26759,2,1,0.62
26760,2,1,0.8
26761,2,0,0.385
26762,2,1,0.605
26763,2,0,0.24
26764,2,1,0.535
26765,2,1,0.345
26766,2,0,0.545
26767,2,1,0.595
26768,2,1,0.65
26769,2,1,0.685
26770,2,1,0.5
26771,2,0,0.425
26772,2,0,0.115
26773,2,1,0.345
26774,2,0,0.41
26775,2,1,0.365
26776,2,0,0.275
26777,2,0,0.425
26778,2,0,0.34
26779,2,0,0.335
26780,2,0,0.49
26781,2,0,0.36
26782,2,1,0.495
26783,2,1,0.505
26784,2,0,0.465
26785,2,1,0.725
26786,2,0,0.635
26787,2,1,0.65
26788,2,0,0.435
26789,2,1,0.675
26790,2,0,0.545
26791,2,1,0.69
26792,2,1,0.445
26793,2,1,0.535
26794,2,0,0.49
26795,2,1,0.54
26796,2,0,0.42
26797,2,1,0.625
26798,2,1,0.69
26799,2,0,0.185
26800,2,0,0.065
26801,2,1,0.655
26802,2,1,0.61
26803,2,1,0.465
26804,2,1,0.8
26805,2,0,0.515
26806,2,0,0.19
26807,2,1,0.465
26808,2,1,0.745
26809,2,1,0.685
26810,2,1,0.44
26811,2,0,0.245
26812,2,0,0.32
26813,2,0,0.5
26814,2,1,0.795
26815,2,1,0.825
26816,2,0,0.29
26817,2,1,0.9
26818,2,0,0.49
26819,2,0,0.145
26820,2,1,0.725
26821,2,1,0.535
26822,2,0,0.415
26823,2,1,0.755
26824,2,0,0.45
26825,2,1,0.55
26826,2,1,0.785
26827,2,0,0.46
26828,2,0,0.515
26829,2,0,0.38
26830,2,0,0.6
26831,2,0,0.37
26832,2,1,0.76
26833,2,0,0.29
26834,2,0,0.31
26835,2,0,0.445
26836,2,1,0.46
26837,2,1,0.735
26838,2,0,0.395
26839,2,0,0.215
26840,2,0,0.53
26841,2,0,0.32
26842,2,1,0.51
26843,2,1,0.62
26844,2,0,0.495
26845,2,0,0.29
26846,2,0,0.535
26847,2,1,0.43
26848,2,1,0.49
26849,2,1,0.385
26850,2,0,0.15
26851,2,1,0.745
26852,2,1,0.39
26853,2,0,0.635
26854,2,1,0.79
26855,2,1,0.395
26856,2,1,0.29
26857,2,1,0.715
26858,2,0,0.45
26859,2,0,0.405
26860,2,0,0.26
26861,2,1,0.415
26862,2,1,0.525
26863,2,1,0.615
26864,2,1,0.62
26865,2,1,0.51
26866,2,1,0.52
26867,2,1,0.815
26868,2,1,0.55
26869,2,1,0.325
26870,2,0,0.17
26871,2,0,0.62
26872,2,1,0.645
26873,2,1,0.68
26874,2,1,0.55
26875,2,1,0.4
26876,2,1,0.61
26877,2,1,0.845
26878,2,0,0.305
26879,2,1,0.355
26880,2,0,0.225
26881,2,0,0.355
26882,2,1,0.675
26883,2,1,0.56
26884,2,1,0.83
26885,2,0,0.435
26886,2,1,0.805
26887,2,1,0.765
26888,2,1,0.625
26889,2,0,0.475
26890,2,1,0.725
26891,2,1,0.84
26892,2,1,0.795
26893,2,0,0.425
26894,2,0,0.73
26895,2,0,0.18
26896,2,1,0.65
26897,2,1,0.835
26898,2,0,0.325
26899,2,1,0.645
26900,2,1,0.52
26901,2,0,0.17
26902,2,1,0.495
26903,2,1,0.39
26904,2,1,0.695
26905,2,0,0.515
26906,2,0,0.435
26907,2,0,0.435
26908,2,1,0.72
26909,2,0,0.38
26910,2,1,0.785
26911,2,1,0.755
26912,2,1,0.56
26913,2,1,0.545
26914,2,0,0.385
26915,2,0,0.53
26916,2,0,0.385
26917,2,1,0.555
26918,2,0,0.25
26919,2,1,0.795
26920,2,0,0.46
26921,2,1,0.86
26922,2,0,0.125
26923,2,0,0.425
26924,2,0,0.625
26925,2,0,0.4
26926,2,0,0.325
26927,2,1,0.595
26928,2,0,0.175
26929,2,0,0.42
26930,2,0,0.305
26931,2,0,0.195
26932,2,0,0.58
26933,2,1,0.775
26934,2,0,0.205
26935,2,1,0.685
26936,2,1,0.685
26937,2,1,0.61
26938,2,1,0.615
26939,2,0,0.545
26940,2,0,0.12
26941,2,1,0.3
26942,2,0,0.36
26943,2,0,0.605
26944,2,1,0.695
26945,2,1,0.665
26946,2,1,0.655
26947,2,0,0.32
26948,2,1,0.545
26949,2,0,0.35
26950,2,0,0.44
26951,2,1,0.91
26952,2,0,0.205
26953,2,0,0.37
26954,2,0,0.195
26955,2,0,0.395
26956,2,1,0.575
26957,2,1,0.445
26958,2,1,0.335
26959,2,1,0.72
26960,2,0,0.585
26961,2,1,0.725
26962,2,1,0.7
26963,2,1,0.8
26964,2,0,0.39
26965,2,1,0.79
26966,2,0,0.34
26967,2,0,0.165
26968,2,1,0.62
26969,2,1,0.845
26970,2,1,0.62
26971,2,0,0.245
26972,2,0,0.215
26973,2,1,0.705
26974,2,1,0.65
26975,2,1,0.435
26976,2,1,0.755
26977,2,1,0.765
26978,2,1,0.84
26979,2,0,0.32
26980,2,1,0.585
26981,2,1,0.72
26982,2,0,0.4
26983,2,1,0.65
26984,2,0,0.46
26985,2,0,0.38
26986,2,1,0.52
26987,2,1,0.46
26988,2,1,0.655
26989,2,0,0.465
26990,2,0,0.415
26991,2,0,0.395
26992,2,1,0.655
26993,2,1,0.72
26994,2,1,0.825
26995,2,0,0.12
26996,2,1,0.705
26997,2,1,0.775
26998,2,0,0.395
26999,2,0,0.24
27000,2,1,0.695
27001,2,1,0.61
27002,2,0,0.345
27003,2,0,0.29
27004,2,0,0.29
27005,2,1,0.645
27006,2,0,0.26
27007,2,1,0.4
27008,2,1,0.71
27009,2,0,0.29
27010,2,0,0.305
27011,2,0,0.56
27012,2,0,0.135
27013,2,0,0.415
27014,2,1,0.815
27015,2,1,0.66
27016,2,1,0.575
27017,2,0,0.675
27018,2,0,0.295
27019,2,1,0.64
27020,2,0,0.205
27021,2,0,0.395
27022,2,1,0.75
27023,2,1,0.43
27024,2,1,0.73
27025,2,1,0.57
27026,2,1,0.83
27027,2,0,0.49
27028,2,0,0.465
27029,2,1,0.435
27030,2,1,0.43
27031,2,1,0.595
27032,2,1,0.405
27033,2,1,0.455
27034,2,0,0.235
27035,2,0,0.255
27036,2,1,0.615
27037,2,1,0.47
27038,2,1,0.61
27039,2,0,0.11
27040,2,0,0.46
27041,2,0,0.31
27042,2,1,0.48
27043,2,1,0.695
27044,2,0,0.17
27045,2,0,0.13
27046,2,1,0.82
27047,2,1,0.595
27048,2,1,0.63
27049,2,0,0.08
27050,2,1,0.81
27051,2,0,0.335
27052,2,0,0.27
27053,2,0,0.25
27054,2,0,0.365
27055,2,0,0.215
27056,2,0,0.05
27057,2,0,0.295
27058,2,0,0.235
27059,2,1,0.72
27060,2,1,0.53
27061,2,1,0.865
27062,2,1,0.485
27063,2,0,0.385
27064,2,0,0.4
27065,2,0,0.36
27066,2,1,0.63
27067,2,1,0.495
27068,2,1,0.485
27069,2,0,0.38
27070,2,1,0.76
27071,2,0,0.2
27072,2,0,0.48
27073,2,1,0.85
27074,2,1,0.8
27075,2,0,0.345
27076,2,1,0.78
27077,2,0,0.19
27078,2,1,0.455
27079,2,0,0.47
27080,2,1,0.775
27081,2,1,0.69
27082,2,1,0.445
27083,2,1,0.42
27084,2,1,0.65
27085,2,1,0.77
27086,2,1,0.69
27087,2,1,0.8
27088,2,0,0.7
27089,2,0,0.185
27090,2,1,0.59
27091,2,0,0.445
27092,2,1,0.605
27093,2,0,0.155
27094,2,1,0.475
27095,2,1,0.485
27096,2,1,0.315
27097,2,1,0.8
27098,2,0,0.485
27099,2,1,0.485
27100,2,1,0.745
27101,2,1,0.46
27102,2,1,0.65
27103,2,1,0.605
27104,2,1,0.785
27105,2,0,0.18
27106,2,0,0.55
27107,2,1,0.725
27108,2,0,0.48
27109,2,0,0.13
27110,2,0,0.43
27111,2,0,0.49
27112,2,1,0.35
27113,2,0,0.365
27114,2,0,0.37
27115,2,0,0.095
27116,2,1,0.615
27117,2,1,0.595
27118,2,1,0.385
27119,2,1,0.665
27120,2,0,0.395
27121,2,0,0.23
27122,2,0,0.655
27123,2,0,0.52
27124,2,0,0.595
27125,2,0,0.325
27126,2,1,0.76
27127,2,0,0.21
27128,2,0,0.255
27129,2,0,0.55
27130,2,1,0.825
27131,2,0,0.125
27132,2,1,0.63
27133,2,0,0.5
27134,2,0,0.34
27135,2,0,0.145
27136,2,0,0.63
27137,2,1,0.76
27138,2,0,0.44
27139,2,0,0.45
27140,2,0,0.14
27141,2,1,0.69
27142,2,0,0.41
27143,2,0,0.43
27144,2,0,0.385
27145,2,0,0.64
27146,2,1,0.61
27147,2,0,0.16
27148,2,0,0.4
27149,2,1,0.68
27150,2,0,0.32
27151,2,0,0.42
27152,2,0,0.21
27153,2,0,0.15
27154,2,0,0.34
27155,2,0,0.4
27156,2,0,0.38
27157,2,1,0.71
27158,2,0,0.23
27159,2,1,0.59
27160,2,1,0.635
27161,2,0,0.11
27162,2,1,0.155
27163,2,0,0.345
27164,2,1,0.83
27165,2,0,0.495
27166,2,0,0.11
27167,2,0,0.38
27168,2,0,0.43
27169,2,0,0.265
27170,2,0,0.345
27171,2,0,0.31
27172,2,1,0.375
27173,2,1,0.555
27174,2,1,0.865
27175,2,1,0.67
27176,2,0,0.36
27177,2,1,0.735
27178,2,1,0.605
27179,2,1,0.78
27180,2,0,0.4
27181,2,1,0.495
27182,2,0,0.55
27183,2,0,0.45
27184,2,1,0.71
27185,2,0,0.145
27186,2,0,0.4
27187,2,1,0.705
27188,2,1,0.525
27189,2,1,0.46
27190,2,0,0.12
27191,2,0,0.445
27192,2,0,0.165
27193,2,0,0.37
27194,2,1,0.66
27195,2,0,0.59
27196,2,1,0.53
27197,2,0,0.085
27198,2,0,0.155
27199,2,1,0.57
27200,2,0,0.505
27201,2,0,0.4
27202,2,1,0.76
27203,2,1,0.95
27204,2,0,0.19
27205,2,1,0.74
27206,2,0,0.31
27207,2,0,0.45
27208,2,1,0.825
27209,2,0,0.21
27210,2,0,0.19
27211,2,0,0.455
27212,2,1,0.725
27213,2,1,0.66
27214,2,1,0.47
27215,2,1,0.32
27216,2,0,0.375
27217,2,0,0.29
27218,2,0,0.315
27219,2,0,0.345
27220,2,0,0.56
27221,2,1,0.8
27222,2,0,0.49
27223,2,1,0.82
27224,2,1,0.675
27225,2,1,0.445
27226,2,0,0.15
27227,2,1,0.515
27228,2,0,0.54
27229,2,0,0.62
27230,2,1,0.775
27231,2,0,0.36
27232,2,1,0.31
27233,2,1,0.745
27234,2,0,0.59
27235,2,1,0.725
27236,2,1,0.56
27237,2,1,0.73
27238,2,0,0.5
27239,2,0,0.21
27240,2,1,0.46
27241,2,1,0.745
27242,2,0,0.5
27243,2,1,0.61
27244,2,0,0.34
27245,2,0,0.2
27246,2,1,0.495
27247,2,0,0.145
27248,2,1,0.715
27249,2,1,0.52
27250,2,1,0.31
27251,2,0,0.345
27252,2,1,0.48
27253,2,1,0.625
27254,2,0,0.2
27255,2,0,0.135
27256,2,1,0.81
27257,2,0,0.21
27258,2,1,0.835
27259,2,0,0.75
27260,2,1,0.57
27261,2,1,0.705
27262,2,0,0.815
27263,2,0,0.17
27264,2,0,0.32
27265,2,0,0.38
27266,2,0,0.35
27267,2,0,0.31
27268,2,1,0.75
27269,2,0,0.445
27270,2,0,0.495
27271,2,0,0.205
27272,2,0,0.445
27273,2,0,0.48
27274,2,0,0.31
27275,2,0,0.03
27276,2,1,0.31
27277,2,1,0.57
27278,2,0,0.415
27279,2,1,0.805
27280,2,1,0.48
27281,2,1,0.67
27282,2,0,0.48
27283,2,1,0.475
27284,2,0,0.365
27285,2,1,0.915
27286,2,1,0.69
27287,2,0,0.245
27288,2,0,0.225
27289,2,1,0.625
27290,2,0,0.48
27291,2,1,0.62
27292,2,0,0.44
27293,2,1,0.56
27294,2,1,0.69
27295,2,0,0.28
27296,2,0,0.32
27297,2,0,0.46
27298,2,1,0.555
27299,2,1,0.675
27300,2,0,0.305
27301,2,0,0.47
27302,2,1,0.58
27303,2,1,0.72
27304,2,1,0.305
27305,2,0,0.225
27306,2,1,0.53
27307,2,0,0.155
27308,2,0,0.235
27309,2,0,0.385
27310,2,0,0.325
27311,2,0,0.195
27312,2,1,0.45
27313,2,0,0.295
27314,2,1,0.495
27315,2,1,0.645
27316,2,1,0.34
27317,2,0,0.26
27318,2,1,0.65
27319,2,1,0.4
27320,2,1,0.925
27321,2,1,0.74
27322,2,1,0.66
27323,2,0,0.185
27324,2,0,0.48
27325,2,0,0.15
27326,2,0,0.19
27327,2,0,0.56
27328,2,1,0.87
27329,2,1,0.66
27330,2,0,0.375
27331,2,0,0.68
27332,2,0,0.535
27333,2,1,0.41
27334,2,1,0.77
27335,2,0,0.36
27336,2,0,0.53
27337,2,0,0.285
27338,2,0,0.015
27339,2,0,0.235
27340,2,1,0.705
27341,2,1,0.39
27342,2,0,0.375
27343,2,1,0.635
27344,2,0,0.155
27345,2,0,0.405
27346,2,1,0.495
27347,2,1,0.355
27348,2,1,0.67
27349,2,0,0.55
27350,2,1,0.61
27351,2,0,0.385
27352,2,0,0.325
27353,2,1,0.43
27354,2,0,0.335
27355,2,0,0.295
27356,2,1,0.555
27357,2,1,0.915
27358,2,0,0.37
27359,2,1,0.795
27360,2,0,0.285
27361,2,1,0.615
27362,2,0,0.64
27363,2,0,0.275
27364,2,1,0.775
27365,2,0,0.455
27366,2,1,0.505
27367,2,1,0.795
27368,2,0,0.23
27369,2,0,0.205
27370,2,0,0.4
27371,2,0,0.67
27372,2,1,0.61
27373,2,1,0.38
27374,2,1,0.46
27375,2,0,0.415
27376,2,0,0.26
27377,2,0,0.255
27378,2,0,0.235
27379,2,0,0.23
27380,2,1,0.67
27381,2,1,0.705
27382,2,0,0.16
27383,2,1,0.735
27384,2,0,0.41
27385,2,0,0.315
27386,2,1,0.51
27387,2,0,0.33
27388,2,1,0.735
27389,2,1,0.58
27390,2,0,0.355
27391,2,0,0.305
27392,2,1,0.705
27393,2,0,0.265
27394,2,1,0.54
27395,2,0,0.295
27396,2,0,0.46
27397,2,1,0.565
27398,2,0,0.23
27399,2,1,0.67
27400,2,0,0.575
27401,2,1,0.725
27402,2,1,0.615
27403,2,1,0.75
27404,2,0,0.18
27405,2,1,0.49
27406,2,0,0.705
27407,2,1,0.595
27408,2,1,0.5
27409,2,1,0.86
27410,2,0,0.445
27411,2,0,0.39
27412,2,1,0.855
27413,2,1,0.69
27414,2,0,0.195
27415,2,0,0.365
27416,2,0,0.29
27417,2,0,0.335
27418,2,0,0.725
27419,2,1,0.845
27420,2,1,0.61
27421,2,1,0.825
27422,2,0,0.275
27423,2,1,0.6
27424,2,0,0.36
27425,2,0,0.51
27426,2,1,0.685
27427,2,0,0.485
27428,2,0,0.835
27429,2,0,0.575
27430,2,0,0.565
27431,2,1,0.775
27432,2,1,0.63
27433,2,0,0.215
27434,2,1,0.73
27435,2,1,0.765
27436,2,1,0.665
27437,2,0,0.18
27438,2,1,0.5
27439,2,0,0.165
27440,2,0,0.51
27441,2,1,0.92
27442,2,0,0.53
27443,2,0,0.59
27444,2,1,0.84
27445,2,0,0.3
27446,2,1,0.7
27447,2,0,0.395
27448,2,1,0.75
27449,2,1,0.625
27450,2,0,0.405
27451,2,0,0.28
27452,2,0,0.125
27453,2,0,0.525
27454,2,0,0.295
27455,2,0,0.665
27456,2,1,0.5
27457,2,1,0.23
27458,2,1,0.775
27459,2,0,0.305
27460,2,0,0.255
27461,2,0,0.31
27462,2,0,0.165
27463,2,1,0.59
27464,2,0,0.18
27465,2,0,0.09
27466,2,0,0.42
27467,2,0,0.105
27468,2,1,0.595
27469,2,1,0.69
27470,2,0,0.83
27471,2,0,0.65
27472,2,0,0.355
27473,2,0,0.38
27474,2,0,0.27
27475,2,0,0.845
27476,2,0,0.615
27477,2,1,0.73
27478,2,0,0.345
27479,2,0,0.295
27480,2,0,0.43
27481,2,0,0.11
27482,2,1,0.825
27483,2,1,0.345
27484,2,1,0.665
27485,2,1,0.575
27486,2,1,0.31
27487,2,1,0.535
27488,2,1,0.785
27489,2,1,0.655
27490,2,1,0.575
27491,2,0,0.48
27492,2,1,0.735
27493,2,1,0.86
27494,2,0,0.195
27495,2,0,0.49
27496,2,0,0.295
27497,2,0,0.405
27498,2,1,0.63
27499,2,0,0.425
27500,2,1,0.73
27501,2,0,0.655
27502,2,0,0.47
27503,2,0,0.295
27504,2,0,0.405
27505,2,1,0.575
27506,2,0,0.465
27507,2,1,0.475
27508,2,0,0.44
27509,2,0,0.28
27510,2,1,0.5
27511,2,1,0.68
27512,2,1,0.595
27513,2,1,0.88
27514,2,0,0.37
27515,2,0,0.56
27516,2,0,0.19
27517,2,1,0.46
27518,2,1,0.87
27519,2,1,0.365
27520,2,0,0.15
27521,2,1,0.42
27522,2,1,0.68
27523,2,0,0.325
27524,2,1,0.645
27525,2,1,0.79
27526,2,1,0.805
27527,2,1,0.545
27528,2,0,0.775
27529,2,0,0.51
27530,2,1,0.58
27531,2,1,0.58
27532,2,1,0.7
27533,2,0,0.47
27534,2,1,0.81
27535,2,1,0.72
27536,2,1,0.64
27537,2,1,0.71
27538,2,0,0.235
27539,2,0,0.455
27540,2,1,0.48
27541,2,0,0.285
27542,2,0,0.335
27543,2,0,0.57
27544,2,1,0.75
27545,2,0,0.63
27546,2,0,0.52
